kepid,ra,dec,teff,teff_err_high,teff_err_low,logg,logg_err_high,logg_err_low,kepmag,Q4,Q8,Q11,Q16
8933391,18 52 06.408,+45 13 39.40,7615,132,-188,3.696,0.248,-0.099,8.868,0,1,-1,-1
8934111,18 53 23.856,+45 17 50.60,5883,164,-184,4.479,0.054,-0.202,15.202,-1,-1,-1,-1
8935140,18 55 31.649,+45 15 47.31,4532,150,-150,4.571,0.049,-0.021,15.682,1,-1,-1,-1
8935655,18 56 33.420,+45 13 48.15,3694,117,-147,4.686,0.075,-0.02,13.676,-1,-1,-1,-1
8936557,18 58 18.106,+45 12 40.43,5155,178,-178,3.541,0.888,-0.222,13.85,-1,1,1,0
8936652,18 58 29.575,+45 13 30.39,5232,158,-142,4.583,0.032,-0.097,14.726,-1,0,0,0
8937164,18 59 30.785,+45 13 30.64,4130,92,-113,1.396,0.03,-0.03,9.718,0,0,1,-1
8938628,19 02 39.024,+45 13 03.79,5815,157,-174,4.349,0.22,-0.22,13.681,-1,-1,-1,-1
8938801,19 02 58.294,+45 16 14.98,4503,137,-137,4.561,0.06,-0.016,15.809,-1,1,1,-1
8938882,19 03 06.761,+45 15 03.82,5322,159,-143,4.497,0.1,-0.1,13.701,0,1,-1,1
8939284,19 03 47.681,+45 16 41.66,6568,132,-198,4.36,0.066,-0.143,12.195,-1,0,0,0
8939405,19 04 01.649,+45 12 23.20,4349,155,-155,4.632,0.048,-0.024,10.811,1,-1,-1,-1
8939409,19 04 01.942,+45 12 18.80,3608,121,-109,0.656,0.291,-0.238,13.12,-1,-1,-1,-1
8939650,19 04 30.058,+45 16 36.96,6352,150,-206,4.427,0.054,-0.216,14.268,-1,-1,-1,-1
8940149,19 05 30.982,+45 17 59.60,5067,166,-166,3.688,0.84,-0.21,11.357,0,0,-1,1
8940153,19 05 31.464,+45 15 40.57,5911,158,-175,4.484,0.067,-0.189,15.455,0,0,0,-1
8940640,19 06 33.888,+45 14 24.87,7244,205,-307,3.632,0.603,-0.1,12.824,-1,-1,-1,-1
8940961,19 07 09.485,+45 16 16.97,5846,175,-192,4.472,0.065,-0.195,14.932,-1,-1,-1,-1
8946162,19 17 09.881,+45 13 24.57,5311,159,-143,4.499,0.1,-0.1,11.572,1,-1,1,1
8946683,19 17 59.122,+45 13 32.84,5889,146,-176,4.271,0.185,-0.185,13.561,-1,0,0,-1
8946700,19 18 02.081,+45 13 11.10,3688,66,-66,0.649,0.144,-0.096,11.884,-1,-1,-1,-1
8947255,19 19 04.219,+45 15 49.07,3504,56,-56,4.858,0.042,-0.031,15.261,-1,-1,-1,-1
8947447,19 19 25.670,+45 16 09.74,6063,164,-200,4.525,0.048,-0.204,15.32,-1,0,0,0
8948424,19 20 50.383,+45 15 06.85,5780,,,4.438,,,12.97,-1,1,-1,-1
8949247,19 21 58.337,+45 12 21.23,5934,160,-178,4.473,0.067,-0.202,14.669,-1,-1,-1,-1
8949632,19 22 31.610,+45 12 23.47,5481,166,-149,4.421,0.128,-0.176,14.764,0,0,0,-1
8950837,19 24 16.742,+45 17 10.79,5808,158,-158,3.957,0.456,-0.114,12.475,0,0,-1,0
8951096,19 24 38.570,+45 12 20.63,5030,140,-101,3.174,0.305,-0.305,13.336,1,-1,-1,1
8953059,19 27 22.133,+45 14 21.48,6435,153,-211,4.385,0.065,-0.208,15.48,-1,-1,-1,-1
8953257,19 27 40.956,+45 14 49.30,6250,169,-206,4.411,0.087,-0.203,14.601,-1,-1,-1,-1
8953296,19 27 45.286,+45 13 19.91,6576,185,-254,4.171,0.209,-0.171,13.901,-1,-1,-1,-1
8956950,19 33 19.658,+45 14 00.78,6004,190,-232,4.171,0.24,-0.18,10.747,0,1,-1,0
8956957,19 33 20.076,+45 16 58.47,6496,155,-213,4.365,0.07,-0.21,13.978,-1,-1,-1,-1
8957218,19 33 40.342,+45 16 30.87,5477,164,-148,3.957,0.595,-0.255,12.312,-1,-1,-1,-1
8957887,19 34 38.570,+45 15 15.26,5489,164,-147,4.413,0.124,-0.171,15.43,-1,-1,-1,-1
8957954,19 34 44.618,+45 14 18.99,6106,163,-199,4.487,0.054,-0.229,13.96,-1,-1,-1,-1
8958035,19 34 50.172,+45 17 11.00,6217,175,-197,4.472,0.054,-0.216,14.36,-1,-1,-1,-1
8958472,19 35 25.409,+45 17 03.38,6565,155,-214,4.251,0.128,-0.192,13.748,-1,0,0,0
8958670,19 35 41.602,+45 14 57.84,7533,211,-342,4.129,0.101,-0.188,12.78,-1,-1,-1,-1
8958677,19 35 41.930,+45 17 16.32,3279,117,-78,0.163,0.208,-0.052,11.826,-1,-1,-1,-1
8959062,19 36 10.298,+45 12 23.54,8111,224,-336,3.713,0.42,-0.14,10.96,1,1,-1,1
8959087,19 36 12.415,+45 16 58.65,5451,164,-164,4.477,0.081,-0.15,14.535,-1,-1,-1,-1
8959288,19 36 24.624,+45 16 14.20,5191,156,-156,4.559,0.082,-0.067,14.787,-1,-1,-1,1
8959478,19 36 37.589,+45 17 51.07,4964,149,-134,4.617,0.065,-0.035,14.6,-1,0,0,0
8960120,19 37 24.542,+45 12 02.40,5491,164,-164,4.532,0.033,-0.176,15.629,0,-1,0,0
8960985,19 38 26.887,+45 15 23.87,6894,170,-221,3.76,0.328,-0.082,11.202,-1,-1,-1,-1
8961977,19 39 45.718,+45 15 45.65,6202,172,-237,4.389,0.087,-0.203,14.839,0,0,-1,0
8963641,19 41 48.077,+45 12 15.11,3560,79,-97,0.643,0.03,-0.03,13.753,-1,1,-1,1
8964755,19 43 04.798,+45 16 50.55,7332,205,-334,4.235,0.09,-0.21,12.645,1,1,-1,-1
8971432,19 50 17.638,+45 13 59.88,5211,156,-172,4.644,0.066,-0.039,15.487,-1,-1,-1,-1
8972939,19 51 31.356,+45 12 13.08,3614,88,-97,0.503,0.03,-0.03,13.227,-1,-1,-1,1
8973000,19 51 34.666,+45 12 40.28,5222,156,-156,4.702,0.049,-0.021,14.594,-1,-1,-1,-1
8973022,19 51 35.647,+45 13 15.63,5308,175,-159,4.48,0.104,-0.127,15.397,0,0,-1,0
8973931,19 52 16.978,+45 12 11.99,4553,137,-151,4.731,0.056,-0.028,15.886,-1,1,1,-1
8975446,19 53 41.441,+45 14 52.98,5079,138,-153,3.439,0.422,-0.227,13.763,0,0,0,-1
8975574,19 53 48.773,+45 17 50.32,5002,168,-137,3.714,0.893,-0.298,12.612,-1,1,-1,-1
8976256,19 54 32.352,+45 16 28.63,6472,162,-211,4.101,0.246,-0.164,12.957,1,1,-1,1
8976342,19 54 37.010,+45 16 46.70,6136,184,-220,4.309,0.132,-0.198,13.946,0,1,0,-1
8977179,19 55 31.025,+45 14 29.18,4989,166,-151,4.522,0.084,-0.056,14.769,0,0,-1,1
8977390,19 55 44.232,+45 17 51.58,6708,213,-237,3.74,0.527,-0.093,13.105,-1,-1,-1,-1
8977457,19 55 48.838,+45 16 19.26,3615,91,-82,0.596,0.03,-0.03,13.475,0,-1,-1,1
8977910,19 56 20.390,+45 12 04.98,3293,44,-39,5.028,0.044,-0.044,15.103,-1,-1,-1,-1
8977991,19 56 26.052,+45 14 36.39,4066,130,-159,4.676,0.07,-0.025,13.668,-1,-1,1,0
8979054,19 57 41.102,+45 17 00.42,4596,138,-151,4.59,0.056,-0.024,15.97,0,0,0,-1
8982501,20 01 23.146,+45 16 20.22,5695,155,-155,4.298,0.22,-0.198,14.458,-1,-1,-1,-1
8982514,20 01 24.838,+45 16 24.82,5919,176,-193,4.349,0.124,-0.186,13.226,-1,-1,-1,-1
8982583,20 01 28.930,+45 16 41.56,6561,181,-250,4.069,0.252,-0.168,10.128,-1,-1,-1,-1
8984706,20 03 44.611,+45 12 20.48,5895,175,-175,4.103,0.344,-0.159,13.92,-1,-1,-1,-1
9001468,18 51 02.791,+45 23 54.68,5079,166,-151,4.588,0.072,-0.048,15.2,-1,-1,-1,-1
9001926,18 52 01.802,+45 18 31.61,7552,211,-316,4.172,0.12,-0.195,16.914,-1,-1,-1,-1
9002076,18 52 20.875,+45 23 25.30,6651,150,-218,4.283,0.087,-0.203,12.256,-1,1,-1,-1
9002237,18 52 45.382,+45 21 51.01,6060,162,-198,4.495,0.052,-0.208,14.855,-1,-1,-1,-1
9002884,18 54 05.779,+45 20 47.44,4277,44,-76,1.55,0.036,-0.024,11.57,0,0,0,-1
9004380,18 57 05.743,+45 21 33.48,6322,156,-188,4.426,0.056,-0.224,14.238,-1,-1,-1,-1
9004949,18 58 18.494,+45 21 07.00,3759,131,-105,0.952,0.275,-0.225,13.577,1,1,-1,1
9005043,18 58 31.728,+45 19 54.12,5344,204,-185,4.511,0.085,-0.114,15.779,-1,-1,-1,-1
9005854,19 00 07.514,+45 22 49.62,5356,159,-159,4.589,0.035,-0.119,15.569,-1,-1,-1,-1
9007322,19 03 00.103,+45 18 49.24,6851,189,-307,4.187,0.112,-0.208,12.408,-1,-1,-1,-1
9007918,19 04 02.028,+45 21 21.71,7207,201,-277,4.06,0.198,-0.162,11.658,-1,-1,-1,-1
9008090,19 04 19.812,+45 23 39.12,4785,66,-124,2.486,0.03,-0.024,12.79,-1,0,0,0
9008125,19 04 24.389,+45 19 09.09,4976,54,-74,3.211,0.174,-0.116,11.879,-1,0,-1,-1
9008220,19 04 36.475,+45 19 57.22,5944,79,-79,4.132,0.182,-0.098,14.663,0,0,0,-1
9009407,19 06 50.412,+45 19 55.78,3476,85,-68,0.551,0.22,-0.22,10.477,-1,-1,-1,-1
9009514,19 06 58.522,+45 22 27.40,4569,137,-137,4.604,0.054,-0.027,15.641,-1,-1,-1,1
9011963,19 11 29.657,+45 18 39.45,4457,145,-145,4.572,0.056,-0.02,15.502,-1,-1,-1,-1
9016295,19 18 54.595,+45 22 03.58,6108,171,-214,4.471,0.052,-0.221,15.217,-1,-1,-1,-1
9017693,19 21 03.545,+45 23 20.18,3323,45,-35,4.995,0.04,-0.04,15.703,-1,-1,-1,-1
9018449,19 22 07.310,+45 22 46.81,4422,132,-132,4.677,0.059,-0.027,15.005,-1,-1,-1,-1
9018828,19 22 39.713,+45 20 59.75,4944,98,-123,2.714,0.033,-0.027,15.568,0,0,0,-1
9019435,19 23 37.882,+45 18 06.12,3489,79,-88,4.868,0.066,-0.048,15.76,-1,-1,-1,-1
9019565,19 23 49.387,+45 22 21.21,5726,135,-152,4.559,0.042,-0.168,13.382,0,-1,0,0
9019601,19 23 53.268,+45 23 46.11,5103,136,-151,4.594,0.077,-0.044,13.24,-1,-1,-1,-1
9019875,19 24 15.622,+45 18 24.58,3635,85,-107,0.511,0.03,-0.03,12.998,-1,-1,-1,-1
9020037,19 24 31.589,+45 22 35.15,3741,66,-66,0.579,0.117,-0.143,11.812,-1,-1,-1,-1
9020289,19 24 54.089,+45 19 32.09,6184,169,-188,4.488,0.048,-0.192,14.741,-1,-1,-1,-1
9020426,19 25 07.032,+45 18 24.37,5986,162,-180,4.343,0.153,-0.187,14.55,-1,-1,-1,-1
9020774,19 25 37.001,+45 23 44.80,11614,441,-1767,3.674,0.52,-0.13,15.091,1,1,1,-1
9021200,19 26 14.532,+45 18 45.14,6643,159,-219,4.337,0.07,-0.21,13.968,0,0,0,-1
9021397,19 26 29.993,+45 21 46.55,5523,180,-147,4.519,0.09,-0.11,14.97,-1,-1,-1,-1
9024857,19 31 30.835,+45 20 39.74,5546,166,-149,4.575,0.038,-0.152,15.496,-1,-1,-1,-1
9025370,19 32 14.604,+45 18 38.49,5667,68,-73,4.393,0.018,-0.015,8.846,0,1,0,-1
9025557,19 32 30.682,+45 21 49.32,6708,183,-204,3.836,0.308,-0.103,10.6,0,0,0,-1
9025922,19 33 03.852,+45 21 02.51,5780,,,4.438,,,13.29,-1,-1,0,-1
9025971,19 33 07.574,+45 18 34.81,5705,104,-115,4.397,0.095,-0.105,14.524,0,0,0,-1
9026467,19 33 50.383,+45 23 33.21,5136,153,-153,4.605,0.028,-0.088,15.323,0,0,-1,0
9026472,19 33 50.647,+45 23 58.59,5274,142,-142,3.987,0.581,-0.249,11.185,0,1,-1,1
9026766,19 34 18.816,+45 18 35.46,5054,151,-136,4.636,0.03,-0.07,14.998,-1,-1,-1,-1
9026866,19 34 25.934,+45 18 31.54,3286,117,-88,0.123,0.2,-0.05,10.225,-1,-1,-1,-1
9027328,19 35 06.072,+45 22 49.01,7278,232,-348,4.132,0.17,-0.187,13.65,1,1,-1,0
9028024,19 36 02.438,+45 22 28.67,5710,171,-171,4.5,0.112,-0.125,14.426,-1,-1,-1,-1
9028474,19 36 38.285,+45 22 33.31,5887,132,-162,4.477,0.06,-0.14,12.338,-1,-1,-1,-1
9029486,19 37 53.503,+45 23 23.00,5593,152,-152,4.311,0.195,-0.195,13.63,-1,-1,-1,-1
9029518,19 37 56.791,+45 22 28.74,5990,161,-179,4.555,0.037,-0.2,14.323,0,0,-1,0
9030509,19 39 14.436,+45 23 36.03,5360,160,-160,4.517,0.1,-0.1,14.48,-1,-1,-1,-1
9030812,19 39 41.081,+45 22 08.18,5423,161,-145,4.381,0.162,-0.198,14.592,0,-1,0,0
9030931,19 39 49.738,+45 19 57.04,5324,175,-159,4.404,0.144,-0.176,15.171,0,0,-1,0
9031873,19 41 04.987,+45 20 29.46,5516,166,-166,4.522,0.05,-0.15,15.886,-1,0,0,0
9032671,19 42 02.410,+45 18 44.75,5013,136,-136,3.736,0.9,-0.3,12.982,-1,-1,-1,-1
9033543,19 43 07.296,+45 18 09.79,2900,,,5.224,,,16.332,0,0,-1,0
9033741,19 43 18.794,+45 23 31.39,6537,162,-178,4.039,0.234,-0.126,12.682,0,-1,0,0
9033877,19 43 27.458,+45 20 15.76,5687,186,-186,4.377,0.148,-0.181,15.353,0,-1,0,0
9034362,19 44 00.096,+45 21 36.69,5541,198,-178,4.599,0.04,-0.12,15.647,0,0,0,-1
9040005,19 49 39.749,+45 21 56.16,6323,168,-205,4.418,0.065,-0.195,14.521,0,0,-1,0
9040983,19 50 31.920,+45 21 19.02,6139,165,-184,4.41,0.101,-0.203,13.581,0,0,-1,0
9041163,19 50 42.144,+45 20 31.75,3905,78,-93,4.736,0.054,-0.041,15.75,0,0,0,-1
9041584,19 51 02.234,+45 22 06.13,6486,176,-195,3.777,0.3,-0.08,13.296,0,0,-1,0
9045611,19 54 40.973,+45 19 09.02,5422,177,-160,3.627,0.816,-0.204,12.368,-1,1,-1,-1
9048145,19 57 35.508,+45 19 05.63,6712,161,-242,4.174,0.175,-0.193,13.089,-1,-1,-1,-1
9048161,19 57 35.933,+45 18 57.78,6266,189,-207,3.923,0.443,-0.148,13.03,-1,-1,-1,-1
9048551,19 58 01.150,+45 18 06.01,4121,123,-136,4.631,0.049,-0.017,13.383,-1,-1,-1,-1
9048949,19 58 25.817,+45 23 26.52,5190,169,-154,4.493,0.105,-0.095,11.844,-1,-1,-1,-1
9048976,19 58 27.847,+45 18 51.33,4266,115,-140,4.665,0.063,-0.027,13.713,-1,-1,-1,-1
9049673,19 59 16.010,+45 19 58.16,5232,203,-166,4.519,0.09,-0.081,15.818,-1,-1,1,-1
9050337,19 59 57.583,+45 19 01.16,7324,228,-304,3.769,0.392,-0.098,12.598,-1,-1,-1,-1
9050543,20 00 09.852,+45 18 53.75,5685,169,-152,4.011,0.39,-0.13,12.856,0,0,1,-1
9051345,20 00 59.846,+45 21 53.03,3351,79,-73,0.257,0.224,-0.08,9.013,-1,-1,-1,-1
9051716,20 01 24.310,+45 20 42.54,6903,245,-326,3.667,0.578,-0.102,13.839,-1,-1,-1,-1
9051905,20 01 36.300,+45 21 03.52,4342,117,-143,4.699,0.063,-0.032,14.96,0,0,1,-1
9051991,20 01 43.169,+45 21 57.23,5866,229,-187,3.643,0.792,-0.198,13.471,-1,-1,-1,-1
9053112,20 02 54.485,+45 18 19.94,5365,191,-175,3.669,0.816,-0.204,13.759,0,0,0,-1
9070772,18 51 02.484,+45 25 49.33,4324,129,-129,4.639,0.048,-0.024,13.525,0,0,0,-1
9070892,18 51 23.153,+45 24 06.30,5485,164,-147,4.415,0.101,-0.174,14.259,-1,0,0,0
9071104,18 51 56.638,+45 24 28.80,6225,166,-203,4.45,0.056,-0.224,13.651,-1,-1,-1,-1
9071373,18 52 38.182,+45 24 56.28,5734,209,-192,3.612,0.8,-0.2,13.069,-1,-1,-1,-1
9071386,18 52 39.917,+45 24 11.02,6365,115,-140,4.22,0.099,-0.121,12.291,-1,-1,-1,-1
9071802,18 53 33.830,+45 26 51.97,3318,52,-66,0.175,0.027,-0.027,12.001,-1,-1,-1,-1
9072583,18 55 18.281,+45 24 19.15,5436,162,-146,4.528,0.081,-0.09,13.548,0,0,0,-1
9073565,18 57 19.886,+45 29 35.51,5096,167,-137,3.968,0.578,-0.311,12.769,0,0,0,-1
9074157,18 58 37.882,+45 28 21.82,5870,162,-203,4.455,0.048,-0.192,15.15,0,0,-1,0
9074735,18 59 53.210,+45 26 23.82,6240,174,-196,4.426,0.056,-0.21,14.211,0,0,0,-1
9074840,19 00 09.763,+45 25 44.25,3760,88,-98,0.698,0.03,-0.03,10.773,-1,-1,-1,-1
9075708,19 02 16.106,+45 29 34.98,3939,55,-62,4.736,0.02,-0.027,15.174,1,0,0,-1
9076686,19 04 28.104,+45 29 26.05,4453,132,-132,4.576,0.056,-0.017,10.741,0,-1,-1,0
9077192,19 05 34.855,+45 26 47.00,4867,146,-146,4.69,0.052,-0.028,14.468,-1,-1,-1,-1
9077237,19 05 41.359,+45 24 28.12,5619,152,-152,4.56,0.03,-0.17,13.354,0,0,0,-1
9083834,19 19 31.882,+45 28 47.60,6225,167,-167,3.899,0.273,-0.117,13.192,0,0,0,-1
9084222,19 20 11.734,+45 26 25.04,5017,151,-136,4.508,0.088,-0.064,15.106,1,-1,-1,-1
9084778,19 21 07.426,+45 27 51.34,4920,146,-146,4.664,0.056,-0.032,15.653,1,-1,-1,-1
9084820,19 21 11.806,+45 25 20.11,6122,219,-219,3.933,0.488,-0.153,10.375,1,0,-1,-1
9085698,19 22 35.105,+45 25 17.69,5283,158,-158,4.552,0.088,-0.072,14.52,0,-1,0,0
9085926,19 22 57.444,+45 26 11.65,3274,117,-78,0.108,0.195,-0.052,11.063,-1,-1,-1,-1
9085955,19 22 59.501,+45 27 43.63,6151,214,-236,4.514,0.05,-0.2,15.419,-1,-1,-1,-1
9086251,19 23 29.129,+45 24 37.08,6164,110,-135,4.227,0.11,-0.11,12.618,-1,0,0,0
9086269,19 23 30.043,+45 27 25.66,3557,80,-89,0.355,0.03,-0.027,13.692,-1,-1,-1,-1
9086773,19 24 18.070,+45 26 40.41,7008,216,-288,3.98,0.329,-0.141,11.836,0,0,0,-1
9087918,19 25 56.134,+45 25 01.84,5911,147,-176,4.517,0.05,-0.2,14.486,-1,-1,-1,-1
9088058,19 26 07.596,+45 28 00.13,5140,153,-153,3.883,0.721,-0.309,14.448,-1,-1,-1,-1
9091482,19 31 21.818,+45 25 07.15,5533,149,-166,4.569,0.038,-0.161,15.355,0,0,0,-1
9091576,19 31 29.568,+45 25 31.37,4518,134,-148,4.793,0.048,-0.028,15.948,-1,0,0,0
9091680,19 31 38.285,+45 24 13.28,6617,159,-179,4.166,0.259,-0.111,13.186,-1,0,0,0
9091810,19 31 47.988,+45 25 11.86,5578,278,-370,3.359,0.84,-0.21,12.755,-1,-1,-1,-1
9092303,19 32 31.625,+45 26 31.85,8365,206,-354,4.024,0.198,-0.132,13.59,-1,-1,-1,-1
9092514,19 32 50.251,+45 29 13.17,5133,102,-140,3.468,0.192,-0.157,13.051,0,0,0,-1
9092571,19 32 55.114,+45 27 47.45,6290,175,-241,4.442,0.056,-0.224,14.708,0,-1,0,0
9092883,19 33 20.369,+45 27 29.20,6290,171,-190,4.021,0.405,-0.162,11.718,1,-1,1,1
9093349,19 33 59.114,+45 28 20.42,5130,154,-169,3.434,0.497,-0.213,13.642,-1,-1,-1,-1
9093501,19 34 11.923,+45 25 42.10,3522,63,-63,4.848,0.048,-0.036,14.358,-1,0,0,0
9093763,19 34 33.024,+45 27 33.33,3332,43,-36,4.987,0.044,-0.04,15.898,-1,-1,-1,1
9094270,19 35 17.059,+45 27 09.82,4996,137,-112,3.486,1.035,-0.345,13.895,-1,0,-1,-1
9094335,19 35 22.397,+45 29 28.14,5715,156,-173,4.484,0.062,-0.188,15.36,-1,-1,-1,-1
9094521,19 35 37.018,+45 27 34.53,4448,133,-133,4.697,0.052,-0.032,15.402,0,0,0,-1
9095110,19 36 23.424,+45 24 11.20,5134,179,-179,4.569,0.077,-0.056,15.294,-1,-1,-1,-1
9095152,19 36 26.527,+45 26 10.00,7210,200,-314,4.122,0.153,-0.187,13.288,-1,-1,1,-1
9097120,19 38 52.243,+45 29 08.74,6192,169,-225,4.503,0.052,-0.208,15.453,1,1,-1,-1
9097169,19 38 56.052,+45 27 49.21,5450,180,-180,4.482,0.084,-0.144,15.487,-1,0,0,0
9097798,19 39 42.019,+45 28 51.68,5815,157,-157,4.392,0.128,-0.192,14.581,-1,-1,-1,-1
9097892,19 39 49.738,+45 24 18.54,6397,151,-207,4.331,0.105,-0.195,13.593,0,-1,0,-1
9098129,19 40 08.599,+45 24 22.86,7336,228,-330,4.107,0.149,-0.182,13.393,1,1,1,-1
9098388,19 40 27.934,+45 29 07.58,5477,181,-148,4.664,0.03,-0.096,15.771,-1,0,0,0
9098590,19 40 45.343,+45 24 22.21,6081,181,-181,4.526,0.081,-0.15,14.965,-1,-1,-1,-1
9098810,19 41 04.716,+45 28 33.63,5306,159,-143,4.445,0.13,-0.259,13.448,-1,-1,-1,-1
9099624,19 42 01.742,+45 29 56.25,5471,163,-163,3.932,0.688,-0.121,12.217,1,1,-1,1
9101279,19 44 00.374,+45 26 53.28,8572,238,-374,3.776,0.412,-0.137,13.947,-1,-1,-1,-1
9101420,19 44 09.660,+45 24 26.50,5970,376,-338,4.042,0.413,-0.177,11.449,0,0,0,-1
9101620,19 44 23.863,+45 27 43.41,5087,153,-153,4.623,0.066,-0.039,15.597,-1,-1,-1,-1
9108419,19 51 27.958,+45 24 30.32,6137,165,-184,4.436,0.07,-0.21,12.321,-1,1,1,1
9108579,19 51 35.976,+45 27 59.68,6692,162,-203,3.863,0.42,-0.112,11.56,1,-1,-1,-1
9109405,19 52 23.460,+45 29 31.52,6060,199,-181,3.65,0.353,-0.118,13.495,0,-1,0,0
9110213,19 53 14.318,+45 25 09.06,4419,123,-154,4.866,0.049,-0.06,15.986,-1,-1,-1,-1
9110346,19 53 22.061,+45 24 27.61,5242,191,-159,3.631,0.923,-0.308,16.397,-1,-1,-1,-1
9110357,19 53 22.610,+45 24 35.71,8040,224,-336,3.707,0.432,-0.108,13.574,-1,0,1,-1
9111056,19 54 07.140,+45 24 06.69,7154,199,-249,3.673,0.476,-0.084,10.484,-1,-1,-1,-1
9114111,19 57 40.913,+45 25 28.49,5222,156,-156,4.528,0.088,-0.072,14.792,-1,-1,-1,-1
9114508,19 58 08.431,+45 26 30.70,4070,142,-156,4.628,0.056,-0.016,15.745,-1,-1,-1,-1
9114614,19 58 16.099,+45 28 24.82,4351,118,-131,4.659,0.052,-0.028,14.497,0,-1,0,0
9115188,19 58 54.214,+45 26 37.49,6701,160,-240,4.245,0.124,-0.201,13.13,-1,1,-1,-1
9115800,19 59 37.418,+45 26 22.84,5359,175,-159,4.425,0.136,-0.221,14.995,-1,-1,-1,-1
9116222,20 00 02.014,+45 28 00.66,5152,128,-128,3.247,0.319,-0.261,13.39,-1,-1,-1,-1
9116231,20 00 02.630,+45 29 26.52,3977,79,-71,1.275,0.305,-0.164,11.379,-1,-1,-1,1
9116461,20 00 16.867,+45 27 12.99,6482,64,-84,4.323,0.016,-0.016,9.21,0,-1,0,0
9117123,20 00 58.783,+45 29 52.94,4276,129,-155,4.597,0.056,-0.016,15.09,-1,-1,-1,-1
9117167,20 01 01.728,+45 29 57.80,4218,115,-140,4.691,0.063,-0.032,13.581,-1,-1,-1,-1
9118981,20 03 01.457,+45 29 23.35,6040,182,-200,3.947,0.48,-0.15,13.684,0,1,-1,-1
9119108,20 03 10.481,+45 27 27.14,4944,161,-147,4.686,0.052,-0.028,14.858,-1,-1,-1,-1
9119405,20 03 33.677,+45 24 12.35,5786,192,-175,3.542,0.752,-0.141,13.729,-1,-1,-1,-1
9137992,18 53 50.479,+45 33 20.88,5695,152,-152,4.242,0.236,-0.193,12.981,-1,-1,-1,-1
9138389,18 54 41.580,+45 31 37.63,3787,95,-95,1.033,0.03,-0.03,11.869,1,1,-1,-1
9138398,18 54 43.219,+45 35 55.15,4247,119,-164,4.699,0.07,-0.03,15.688,0,0,-1,0
9138411,18 54 45.564,+45 31 58.58,4147,75,-50,1.435,0.03,-0.03,10.853,0,0,-1,0
9139084,18 56 14.671,+45 30 24.66,5423,108,-108,4.542,0.033,-0.083,12.465,0,0,-1,-1
9139163,18 56 22.133,+45 30 25.27,6405,76,-95,4.191,0.06,-0.054,8.329,0,-1,0,1
9141134,19 00 44.047,+45 35 56.22,4022,110,-90,1.006,0.03,-0.03,10.615,1,1,1,-1
9141584,19 01 54.382,+45 30 39.21,10881,304,-457,4.071,0.236,-0.193,9.652,1,-1,-1,-1
9142714,19 04 10.262,+45 30 40.36,3514,47,-58,4.907,0.036,-0.044,15.375,-1,-1,-1,-1
9142964,19 04 48.252,+45 33 22.18,6951,218,-267,4.129,0.35,-0.15,13.236,-1,-1,-1,-1
9143254,19 05 26.851,+45 33 18.58,5912,160,-178,4.467,0.081,-0.189,15.452,-1,-1,-1,-1
9143808,19 06 45.871,+45 35 00.75,3768,68,-68,0.768,0.138,-0.103,11.911,-1,1,1,-1
9143855,19 06 53.153,+45 34 10.24,4041,80,-72,1.496,0.253,-0.207,11.026,-1,-1,-1,-1
9145707,19 10 59.393,+45 31 04.94,5632,169,-152,4.372,0.184,-0.225,14.75,-1,-1,-1,-1
9145762,19 11 08.878,+45 32 37.24,3273,117,-88,0.117,0.2,-0.05,10.957,-1,-1,-1,-1
9145846,19 11 19.834,+45 35 24.94,4843,159,-145,4.681,0.052,-0.032,15.161,-1,-1,-1,-1
9146690,19 13 03.758,+45 35 55.10,5377,177,-161,4.599,0.071,-0.052,15.121,-1,1,-1,-1
9149986,19 19 45.139,+45 32 55.82,5485,163,-163,4.49,0.117,-0.143,14.265,-1,-1,-1,-1
9150012,19 19 47.674,+45 31 13.04,7063,200,-250,4.185,0.175,-0.175,13.26,0,1,1,-1
9150496,19 20 38.350,+45 35 40.96,5349,160,-144,4.505,0.105,-0.105,13.391,1,-1,-1,1
9150539,19 20 42.494,+45 30 05.26,5596,183,-166,4.535,0.11,-0.09,15.15,-1,1,-1,-1
9151972,19 23 04.291,+45 33 26.60,6040,181,-199,4.477,0.067,-0.202,15.372,-1,-1,-1,-1
9152469,19 23 51.833,+45 31 48.72,6102,165,-183,4.529,0.05,-0.2,13.62,0,-1,0,0
9152952,19 24 39.931,+45 30 46.16,3262,117,-78,0.102,0.195,-0.065,12.231,-1,-1,-1,-1
9153621,19 25 38.863,+45 32 06.69,4781,64,-71,2.604,0.14,-0.126,12.874,0,-1,-1,0
9153823,19 25 56.388,+45 32 44.41,4569,137,-137,4.686,0.054,-0.031,15.356,-1,-1,-1,-1
9157703,19 32 20.155,+45 30 01.95,5585,166,-166,4.525,0.035,-0.196,14.618,0,0,0,-1
9158838,19 34 05.083,+45 34 21.04,5952,160,-196,4.476,0.04,-0.229,13.533,-1,0,1,0
9159012,19 34 21.686,+45 33 55.33,4191,125,-125,4.672,0.063,-0.027,13.754,0,0,-1,0
9159301,19 34 46.399,+45 31 01.28,8199,199,-370,3.747,0.416,-0.104,12.146,-1,-1,-1,-1
9161118,19 37 16.889,+45 30 04.62,4651,163,-163,4.612,0.052,-0.032,15.984,0,0,-1,-1
