kepid,ra,dec,teff,teff_err_high,teff_err_low,logg,logg_err_high,logg_err_low,kepmag,Q4,Q8,Q11,Q16
5516671,19 03 05.858,+40 46 00.84,3605,64,-64,4.8,0.048,-0.032,15.446,-1,-1,-1,-1
5517424,19 04 29.378,+40 47 48.33,3284,111,-70,0.237,0.027,-0.033,13.598,-1,-1,-1,-1
5517635,19 04 51.958,+40 47 47.18,5185,154,-154,4.601,0.03,-0.09,15.378,0,-1,0,0
5520878,19 10 23.578,+40 46 04.54,7394,230,-307,3.996,0.234,-0.156,14.214,-1,-1,-1,-1
5521011,19 10 34.973,+40 43 15.16,5581,149,-149,4.523,0.055,-0.176,14.287,-1,0,0,0
5522339,19 12 42.655,+40 45 48.85,4280,128,-128,4.641,0.052,-0.021,14.579,1,1,-1,-1
5522358,19 12 43.908,+40 42 47.56,3274,117,-78,0.108,0.195,-0.052,11.168,-1,-1,-1,-1
5522786,19 13 22.442,+40 43 52.75,8961,249,-463,4.117,0.135,-0.165,9.35,0,-1,1,0
5523471,19 14 25.298,+40 47 39.33,5596,167,-150,4.346,0.194,-0.237,13.845,-1,-1,-1,-1
5524045,19 15 14.772,+40 43 45.26,9217,82,-82,3.869,0.217,-0.093,9.458,0,0,-1,0
5524851,19 16 19.498,+40 43 20.78,5297,140,-156,3.743,0.938,-0.313,12.392,-1,-1,-1,-1
5525210,19 16 47.623,+40 42 25.63,6831,153,-221,3.971,0.245,-0.123,9.936,-1,1,-1,1
5526650,19 18 38.400,+40 44 22.71,3617,81,,0.771,0.03,-0.03,13.178,1,-1,1,-1
5526727,19 18 43.740,+40 44 53.38,6238,81,-74,4.288,0.099,-0.121,12.152,0,0,-1,0
5527172,19 19 16.332,+40 43 26.11,5716,77,-77,3.963,0.217,-0.093,12.678,-1,-1,-1,-1
5527203,19 19 17.506,+40 47 59.89,5825,157,-192,4.516,0.05,-0.2,15.785,0,-1,0,0
5528061,19 20 17.585,+40 43 55.34,5596,167,-167,4.572,0.04,-0.16,14.904,0,1,-1,1
5529860,19 22 18.619,+40 42 38.26,5895,182,-223,4.489,0.037,-0.213,15.505,0,0,-1,0
5530516,19 23 11.434,+40 44 47.01,6215,175,-197,4.488,0.052,-0.208,14.311,-1,0,0,0
5530806,19 23 34.819,+40 44 23.28,5681,169,-186,4.467,0.078,-0.182,15.541,-1,-1,-1,-1
5530881,19 23 41.441,+40 46 38.49,6507,146,-194,4.343,0.101,-0.188,13.508,-1,-1,-1,-1
5530935,19 23 44.626,+40 47 14.06,10394,286,-429,3.804,0.344,-0.108,8.04,-1,-1,-1,-1
5531278,19 24 12.686,+40 42 08.89,4577,47,-95,2.366,0.033,-0.03,11.099,0,0,-1,-1
5531281,19 24 13.226,+40 43 44.22,5052,151,-136,4.521,0.08,-0.072,15.39,-1,-1,-1,-1
5534204,19 28 07.150,+40 43 08.19,5028,164,-149,4.575,0.03,-0.075,15.367,-1,-1,-1,-1
5534636,19 28 38.578,+40 44 06.43,5115,153,-153,4.521,0.088,-0.072,15.553,0,0,-1,0
5534702,19 28 44.026,+40 42 26.07,6700,73,-87,4.041,0.174,-0.116,13.821,-1,-1,-1,-1
5534783,19 28 49.812,+40 46 20.57,5215,199,-181,4.455,0.121,-0.148,15.709,1,-1,-1,-1
5534965,19 29 02.506,+40 42 13.24,6370,76,-76,4.228,0.143,-0.117,13.297,-1,0,0,0
5535061,19 29 08.818,+40 44 54.85,6701,70,-80,4.152,0.099,-0.11,12.388,-1,-1,-1,-1
5535280,19 29 23.489,+40 43 59.16,5955,161,-179,4.52,0.037,-0.213,14.851,-1,-1,-1,-1
5536266,19 30 34.205,+40 43 57.94,5601,75,-84,4.538,0.02,-0.111,12.75,1,-1,1,-1
5537188,19 31 41.726,+40 47 56.94,7247,201,-302,4.194,0.105,-0.195,12.832,-1,-1,-1,-1
5542307,19 37 18.324,+40 45 53.31,5827,184,-226,4.462,0.067,-0.202,15.188,0,0,-1,0
5542888,19 37 55.606,+40 45 10.30,6714,151,-202,4.005,0.216,-0.126,12.637,0,0,-1,0
5543482,19 38 34.176,+40 43 47.40,5517,165,-165,4.584,0.048,-0.12,15.734,-1,-1,-1,-1
5543630,19 38 42.941,+40 46 47.39,3286,117,-88,0.123,0.2,-0.05,11.323,1,-1,-1,-1
5544711,19 39 51.804,+40 44 48.45,4992,151,-151,4.588,0.04,-0.06,15.596,0,0,-1,0
5545831,19 41 03.209,+40 46 44.90,5580,168,-152,3.703,0.728,-0.182,11.816,0,1,-1,1
5545866,19 41 05.083,+40 46 35.98,7223,228,-304,4.177,0.128,-0.192,12.191,-1,-1,-1,-1
5546139,19 41 21.746,+40 43 50.60,6158,193,-257,4.455,0.056,-0.21,15.831,0,-1,0,0
5546264,19 41 28.176,+40 46 25.50,6279,176,-220,4.489,0.054,-0.216,14.825,0,0,-1,0
5547482,19 42 33.852,+40 42 28.98,5197,158,-142,4.603,0.03,-0.09,15.257,0,-1,0,0
5551220,19 45 58.982,+40 44 09.60,6804,189,-284,4.115,0.209,-0.171,13.567,-1,-1,-1,-1
5551615,19 46 18.091,+40 44 50.74,6015,199,-217,4.328,0.128,-0.192,14.866,0,0,-1,0
5552801,19 47 17.006,+40 46 13.56,5403,160,-144,4.471,0.125,-0.125,13.68,1,0,-1,1
5553183,19 47 34.776,+40 44 10.12,3672,126,-113,0.801,0.281,-0.23,12.212,-1,-1,-1,-1
5553362,19 47 43.176,+40 46 07.10,5597,75,-75,4.355,0.12,-0.108,13.234,1,0,0,-1
5553624,19 47 56.909,+40 46 31.30,5539,74,-83,4.393,0.105,-0.105,14.231,-1,-1,-1,-1
5553852,19 48 07.514,+40 47 37.16,3638,82,-91,0.414,0.027,-0.03,13.413,-1,-1,-1,-1
5556579,19 50 22.325,+40 45 51.38,5064,151,-151,4.582,0.03,-0.075,15.413,0,-1,0,0
5557151,19 50 46.728,+40 46 47.28,5580,166,-166,4.444,0.108,-0.175,13.248,-1,0,0,0
5557222,19 50 50.450,+40 43 18.58,5274,157,-157,4.608,0.055,-0.061,14.716,-1,0,0,1
5557290,19 50 53.174,+40 45 35.82,4378,131,-131,4.605,0.052,-0.017,13.934,0,0,0,-1
5557368,19 50 56.388,+40 46 04.19,5308,159,-143,4.48,0.115,-0.127,12.65,-1,-1,-1,-1
5557932,19 51 24.778,+40 44 07.36,5936,106,-130,4.365,0.095,-0.116,8.14,1,1,-1,1
5558379,19 51 48.106,+40 42 59.80,6703,159,-219,4.39,0.067,-0.202,12.747,1,1,-1,1
5559222,19 52 30.768,+40 42 57.75,6429,179,-224,4.404,0.065,-0.195,14.424,0,-1,0,0
5559516,19 52 45.775,+40 44 52.01,9541,302,-416,4.096,0.167,-0.204,8.711,0,0,-1,-1
5559584,19 52 49.937,+40 47 16.37,5490,180,-180,4.531,0.042,-0.179,15.127,0,0,0,-1
5559631,19 52 52.742,+40 47 35.44,6234,201,-251,3.981,0.412,-0.137,14.643,-1,-1,-1,-1
5560421,19 53 36.307,+40 44 51.58,5528,166,-166,4.364,0.18,-0.22,14.628,-1,-1,-1,-1
5560472,19 53 38.767,+40 44 55.72,4869,175,-175,4.565,0.06,-0.038,15.736,-1,-1,-1,-1
5560691,19 53 50.558,+40 44 12.84,6609,149,-216,4.282,0.105,-0.195,12.737,-1,-1,-1,-1
5560747,19 53 54.178,+40 42 58.79,5178,171,-140,3.855,0.707,-0.303,12.849,0,-1,-1,1
5560830,19 53 58.682,+40 44 00.99,6220,169,-225,4.398,0.09,-0.195,14.445,1,1,0,-1
5562090,19 54 56.455,+40 45 50.98,5151,168,-153,4.528,0.082,-0.067,15.652,0,0,0,-1
5563209,19 55 47.791,+40 47 25.07,6032,180,-162,3.707,0.33,-0.11,11.753,0,0,-1,0
5563615,19 56 07.721,+40 46 59.45,5802,156,-174,4.362,0.153,-0.187,14.49,-1,-1,-1,-1
5563814,19 56 16.085,+40 43 15.56,5153,154,-154,4.699,0.028,-0.052,15.192,-1,-1,-1,-1
5563974,19 56 22.318,+40 44 00.68,5922,178,-178,4.454,0.098,-0.182,14.865,0,-1,0,0
5564082,19 56 27.516,+40 44 55.03,5899,70,-88,4.394,0.066,-0.123,10.715,1,1,-1,1
5564597,19 56 50.501,+40 46 35.98,5491,180,-180,4.574,0.038,-0.152,15.015,1,1,-1,-1
5564600,19 56 50.618,+40 46 30.58,7042,197,-296,4.238,0.105,-0.195,12.506,-1,-1,-1,-1
5565380,19 57 25.752,+40 44 41.10,3658,66,-66,0.64,0.144,-0.096,11.842,1,-1,-1,-1
5565486,19 57 30.739,+40 45 26.49,6690,185,-278,4.375,0.062,-0.175,14.964,-1,-1,-1,-1
5565602,19 57 36.182,+40 46 06.10,3603,80,-98,0.531,0.03,-0.03,12.661,-1,-1,-1,-1
5565606,19 57 36.437,+40 45 45.51,4773,143,-143,4.588,0.045,-0.036,15.437,-1,-1,0,-1
5565700,19 57 40.649,+40 46 12.69,6854,189,-260,4.166,0.153,-0.187,13.201,0,-1,-1,1
5566778,19 58 29.086,+40 47 06.69,3869,88,-98,0.642,0.03,-0.027,13.574,-1,1,-1,1
5567130,19 58 45.257,+40 45 06.55,6414,170,-245,4.424,0.062,-0.175,15.4,-1,-1,-1,-1
5567165,19 58 46.764,+40 43 15.14,3890,122,-150,4.667,0.064,-0.024,13.803,0,0,-1,0
5567438,19 58 59.750,+40 46 21.11,6513,155,-214,4.385,0.084,-0.196,13.809,-1,-1,-1,-1
5567499,19 59 02.431,+40 45 23.82,7737,211,-316,3.807,0.383,-0.09,13.707,-1,1,-1,-1
5567711,19 59 12.262,+40 44 20.19,8949,251,-430,3.932,0.258,-0.172,13.324,1,1,-1,1
5568392,19 59 43.961,+40 43 35.87,3580,85,-96,0.594,0.03,-0.03,13.552,-1,1,1,-1
5596701,18 51 20.222,+40 53 34.70,3903,122,-150,4.666,0.067,-0.022,12.658,-1,-1,1,-1
5597401,18 52 36.247,+40 48 51.26,4482,132,-132,4.562,0.06,-0.016,14.592,-1,-1,-1,-1
5597406,18 52 36.797,+40 48 49.56,4708,165,-165,4.681,0.036,-0.05,12.92,-1,-1,-1,-1
5597891,18 53 36.761,+40 48 26.27,5059,176,-176,4.537,0.071,-0.058,13.395,-1,-1,-1,-1
5597970,18 53 45.557,+40 50 10.39,5301,185,-185,4.416,0.139,-0.186,12.778,-1,-1,-1,-1
5598639,18 55 06.586,+40 50 31.33,5143,196,-179,4.559,0.048,-0.072,10.201,-1,-1,-1,-1
5598939,18 55 39.756,+40 52 31.80,5109,112,-122,3.276,0.319,-0.261,13.707,-1,-1,-1,1
5599579,18 57 01.200,+40 48 58.13,8094,225,-366,4.197,0.067,-0.189,9.742,0,-1,0,-1
5599911,18 57 40.663,+40 53 56.19,4238,62,-162,1.096,0.033,-0.03,13.678,-1,-1,-1,-1
5600055,18 57 58.037,+40 53 25.11,6241,191,-172,3.764,0.3,-0.08,13.398,0,0,-1,0
5600162,18 58 11.558,+40 48 40.47,6290,170,-189,4.294,0.158,-0.193,12.443,1,-1,-1,-1
5600858,18 59 38.796,+40 48 30.02,5421,161,-145,4.483,0.088,-0.143,14.849,-1,0,0,0
5601151,19 00 09.631,+40 53 44.60,6054,162,-180,4.373,0.108,-0.201,13.532,0,-1,0,0
5602489,19 02 42.276,+40 53 19.81,4681,168,-168,4.599,0.048,-0.032,12.593,0,0,0,-1
5603616,19 04 45.828,+40 51 25.02,4565,123,-136,4.613,0.058,-0.027,14.201,-1,0,0,0
5607052,19 10 18.362,+40 49 45.27,5157,179,-179,4.596,0.048,-0.066,13.691,-1,-1,-1,-1
5607145,19 10 27.005,+40 53 15.90,4809,133,-150,4.685,0.052,-0.028,14.382,-1,-1,-1,-1
5607395,19 10 49.512,+40 53 09.34,3827,77,-77,4.728,0.036,-0.021,15.593,-1,-1,-1,-1
5608002,19 11 47.498,+40 48 20.56,3223,43,-24,5.125,0.063,-0.07,15.833,-1,-1,-1,-1
5608037,19 11 51.190,+40 50 38.54,5633,185,-168,3.776,0.234,-0.156,12.854,-1,-1,1,-1
5608384,19 12 23.299,+40 49 53.43,4547,137,-137,4.557,0.06,-0.02,14.922,-1,-1,-1,-1
5608566,19 12 38.570,+40 52 44.01,5949,176,-193,4.311,0.158,-0.193,14.491,-1,-1,-1,-1
5609753,19 14 21.732,+40 50 16.70,5203,156,-141,4.641,0.06,-0.04,12.378,-1,-1,-1,-1
5609851,19 14 29.486,+40 53 30.70,5497,82,-74,4.325,0.162,-0.108,14.693,0,-1,0,0
5609986,19 14 41.258,+40 53 16.36,6523,85,-78,4.037,0.168,-0.126,11.15,0,-1,0,0
5610698,19 15 40.963,+40 52 52.69,6567,183,-244,4.045,0.329,-0.141,13.894,-1,-1,-1,-1
5611561,19 16 48.530,+40 52 03.30,5489,199,-182,4.397,0.144,-0.198,13.971,-1,-1,-1,-1
5611966,19 17 20.933,+40 52 24.89,5949,160,-178,4.316,0.185,-0.185,14.95,0,0,0,-1
5611978,19 17 21.833,+40 52 46.12,6546,72,-91,4.173,0.125,-0.125,12.326,0,0,-1,0
5612298,19 17 47.899,+40 53 32.52,5046,151,-136,4.59,0.072,-0.044,14.936,0,-1,0,0
5612543,19 18 07.925,+40 51 23.28,4842,58,-79,2.619,0.16,-0.116,14.746,1,0,-1,-1
5613879,19 19 44.494,+40 53 22.24,7634,76,-84,3.872,0.168,-0.072,12.166,-1,-1,-1,-1
5614003,19 19 53.628,+40 50 13.48,5059,150,-150,4.734,0.021,-0.053,15.696,1,-1,-1,1
5614021,19 19 54.998,+40 52 40.66,3266,117,-78,0.095,0.208,-0.065,12.57,-1,1,-1,-1
5615202,19 21 14.297,+40 50 38.61,6579,165,-181,3.801,0.304,-0.095,11.28,0,-1,0,0
5615528,19 21 38.107,+40 49 43.39,6106,165,-220,4.435,0.07,-0.21,14.562,-1,-1,-1,-1
5615879,19 22 02.923,+40 51 47.44,5966,177,-213,4.491,0.052,-0.208,15.478,0,0,-1,0
5616197,19 22 29.729,+40 53 05.79,4152,176,-88,2.242,0.28,-0.28,11.846,1,1,-1,-1
5616432,19 22 51.072,+40 50 44.23,5876,79,-79,4.088,0.182,-0.098,13.828,1,0,-1,0
5616896,19 23 23.071,+40 52 47.74,3789,126,-92,1.549,0.189,-0.231,11.02,-1,-1,-1,-1
5617594,19 24 17.731,+40 49 01.78,3821,61,-69,1.115,0.144,-0.096,13.545,0,0,0,-1
5617601,19 24 18.288,+40 49 03.18,3821,61,-69,1.115,0.144,-0.096,11.15,1,1,-1,-1
5617953,19 24 43.915,+40 49 54.27,5491,200,-183,4.567,0.054,-0.126,15.885,-1,-1,-1,-1
5620395,19 27 45.835,+40 52 57.62,6782,71,-81,4.054,0.137,-0.112,12.029,0,0,-1,0
5620678,19 28 07.243,+40 49 20.35,5002,181,-181,4.543,0.078,-0.052,15.555,0,0,-1,0
5620711,19 28 09.974,+40 48 29.77,6489,77,-77,4.121,0.162,-0.108,13.1,-1,1,1,1
5620981,19 28 30.528,+40 53 00.28,5573,83,-75,4.311,0.137,-0.1,14.873,-1,-1,-1,-1
5621105,19 28 39.742,+40 52 45.94,5697,77,-85,4.474,0.04,-0.12,12.577,1,1,-1,-1
5621294,19 28 52.625,+40 53 35.99,8615,239,-376,3.784,0.405,-0.108,13.613,-1,-1,-1,-1
5621528,19 29 11.309,+40 50 45.02,3537,47,-52,4.878,0.04,-0.036,15.974,0,0,1,-1
5621913,19 29 39.427,+40 52 12.35,3579,114,-114,0.795,0.312,-0.168,10.445,-1,-1,-1,-1
5622031,19 29 47.270,+40 53 25.73,5300,158,-158,4.533,0.093,-0.068,15.937,-1,-1,-1,-1
5622049,19 29 48.751,+40 50 20.72,6143,79,-86,4.244,0.168,-0.112,13.395,0,0,0,-1
5622250,19 30 03.170,+40 49 39.22,6237,74,-80,4.145,0.154,-0.126,14.203,-1,-1,-1,-1
5623581,19 31 36.343,+40 50 37.90,6373,179,-246,4.493,0.065,-0.195,15.05,0,0,0,-1
5623915,19 32 01.003,+40 49 46.85,6075,82,-82,4.313,0.125,-0.112,12.661,0,-1,0,-1
5630212,19 39 10.006,+40 52 15.15,3999,125,-153,4.67,0.063,-0.027,10.214,-1,-1,-1,-1
5630306,19 39 16.517,+40 48 12.52,5153,85,-46,3.135,0.14,-0.14,13.936,-1,0,-1,0
5630362,19 39 19.248,+40 53 58.88,7821,78,-78,3.88,0.168,-0.072,10.541,-1,1,-1,-1
5631269,19 40 16.978,+40 52 02.24,3568,78,-71,0.666,0.253,-0.207,13.489,-1,-1,-1,-1
5631330,19 40 20.266,+40 51 42.58,3548,80,-97,0.536,0.03,-0.03,13.728,-1,-1,-1,-1
5632110,19 41 05.772,+40 53 08.94,4117,129,-158,4.64,0.06,-0.02,15.659,-1,-1,-1,1
5632197,19 41 11.455,+40 48 10.30,8806,251,-376,3.811,0.39,-0.13,10.305,-1,-1,-1,-1
5632781,19 41 45.190,+40 50 36.88,6047,200,-164,3.724,0.72,-0.18,12.113,-1,-1,-1,-1
5633448,19 42 23.767,+40 49 00.30,8245,198,-368,3.692,0.435,-0.145,8.999,0,1,-1,1
5638409,19 46 53.210,+40 48 35.46,7345,232,-309,3.958,0.222,-0.148,11.536,-1,-1,-1,-1
5638654,19 47 05.340,+40 49 42.28,5228,158,-142,4.498,0.098,-0.182,14.047,1,0,1,-1
5638856,19 47 15.257,+40 50 25.09,4598,124,-124,4.577,0.053,-0.025,15.856,0,-1,0,0
5639370,19 47 40.392,+40 52 53.33,5345,175,-143,3.902,0.637,-0.273,11.473,1,1,-1,-1
5640488,19 48 35.750,+40 50 59.97,3635,65,-72,0.477,0.132,-0.108,12.031,-1,-1,-1,-1
5640750,19 48 48.434,+40 53 32.79,4605,69,-48,2.381,0.144,-0.108,11.565,-1,0,-1,0
5641252,19 49 13.226,+40 48 10.36,4141,148,-148,4.625,0.052,-0.02,15.863,1,-1,-1,-1
5641933,19 49 50.362,+40 53 10.54,5494,197,-180,3.679,0.84,-0.28,12.425,-1,-1,-1,-1
5643201,19 50 48.838,+40 49 44.40,6137,193,-236,4.184,0.225,-0.184,13.267,0,0,0,-1
5643658,19 51 10.781,+40 52 12.32,3514,79,-96,0.58,0.03,-0.03,12.755,1,-1,-1,1
5643957,19 51 24.888,+40 48 12.33,6096,192,-235,4.482,0.067,-0.202,13.934,-1,-1,1,1
5644412,19 51 48.713,+40 48 24.51,5107,184,-184,4.615,0.033,-0.077,15.329,1,1,-1,1
5644602,19 51 59.597,+40 52 06.09,6691,170,-187,3.788,0.33,-0.11,12.029,0,-1,0,0
5644613,19 52 00.000,+40 53 42.98,5385,161,-145,4.601,0.072,-0.048,13.668,0,-1,0,0
5644758,19 52 07.822,+40 51 08.14,6075,190,-211,4.541,0.05,-0.213,15.48,0,-1,0,0
5646176,19 53 26.616,+40 53 18.36,6305,151,-189,4.252,0.153,-0.187,12.618,-1,1,1,-1
5646300,19 53 33.098,+40 50 25.09,4280,127,-140,4.713,0.045,-0.045,15.686,0,0,1,-1
5647008,19 54 06.430,+40 51 30.21,5568,166,-166,4.488,0.081,-0.161,14.335,-1,-1,-1,-1
5647432,19 54 25.284,+40 51 20.60,4562,160,-160,4.619,0.046,-0.032,15.795,0,0,0,-1
5647463,19 54 26.513,+40 51 13.58,4999,149,-164,4.66,0.055,-0.035,14.297,-1,-1,-1,-1
5647925,19 54 47.249,+40 51 10.05,6133,171,-214,4.455,0.084,-0.196,14.655,0,0,-1,0
5647974,19 54 49.526,+40 53 06.61,8425,235,-353,4.107,0.145,-0.145,9.729,0,0,-1,0
5648400,19 55 10.548,+40 50 42.36,4391,131,-131,4.683,0.054,-0.032,13.583,-1,0,-1,-1
5648425,19 55 11.470,+40 49 11.57,9005,251,-430,3.84,0.384,-0.096,9.175,-1,-1,-1,-1
5648449,19 55 12.986,+40 50 36.83,3598,78,-78,0.65,0.258,-0.211,10.68,-1,-1,-1,-1
5649085,19 55 43.462,+40 53 29.68,3238,38,-19,5.156,0.063,-0.077,15.933,0,-1,-1,-1
5649215,19 55 50.669,+40 51 46.11,5764,154,-171,4.548,0.035,-0.184,15.021,0,0,0,-1
5649271,19 55 52.807,+40 50 40.20,5426,163,-146,4.526,0.099,-0.081,14.432,-1,0,0,0
5649325,19 55 55.291,+40 52 19.34,5970,201,-201,3.835,0.512,-0.128,13.56,1,1,0,-1
5649956,19 56 24.785,+40 50 57.48,5601,186,-169,4.533,0.07,-0.13,15.559,-1,-1,-1,-1
5650062,19 56 29.290,+40 48 41.83,6603,175,-214,4.048,0.264,-0.176,12.688,0,1,-1,-1
5650108,19 56 31.764,+40 49 34.07,8439,234,-380,3.751,0.385,-0.165,11.881,1,-1,1,1
5650229,19 56 36.761,+40 48 31.97,8879,241,-448,3.87,0.336,-0.144,9.956,0,0,-1,0
5650314,19 56 40.949,+40 52 15.81,4628,162,-162,4.651,0.024,-0.056,15.926,-1,-1,0,-1
5651104,19 57 15.864,+40 49 20.57,5035,151,-151,4.519,0.084,-0.063,15.028,-1,-1,-1,-1
5651175,19 57 19.219,+40 49 13.29,6638,158,-238,4.383,0.06,-0.18,14.732,-1,-1,-1,-1
5652179,19 58 07.968,+40 52 02.36,5295,185,-185,4.529,0.068,-0.102,14.145,-1,1,-1,0
5652188,19 58 08.275,+40 51 55.86,4182,94,-115,1.181,0.03,-0.03,10.389,0,1,-1,1
5652439,19 58 18.302,+40 53 21.31,5817,161,-146,3.782,0.656,-0.164,11.76,0,0,-1,0
5653072,19 58 45.900,+40 51 21.45,3857,136,-109,1.338,0.25,-0.25,12.474,0,0,-1,1
5653126,19 58 48.480,+40 53 46.58,6050,192,-192,3.823,0.496,-0.124,13.173,-1,-1,-1,-1
5653243,19 58 55.356,+40 49 34.78,5190,158,-142,3.56,0.975,-0.325,11.012,1,0,-1,0
5653849,19 59 23.035,+40 50 43.12,5470,163,-163,4.509,0.115,-0.115,14.587,-1,0,-1,-1
5653921,19 59 26.002,+40 48 24.67,3695,83,-101,0.702,0.03,-0.03,11.695,-1,-1,1,-1
5682476,18 50 27.701,+40 59 05.64,4730,141,-141,4.619,0.058,-0.031,14.864,-1,-1,-1,-1
5682974,18 51 26.177,+40 54 35.08,3105,95,-55,-0.054,0.196,-0.035,12.539,-1,-1,-1,-1
5683743,18 53 01.824,+40 59 25.80,5818,158,-176,4.266,0.19,-0.171,14.288,-1,-1,-1,-1
5683912,18 53 18.487,+40 59 42.69,3015,100,-61,-0.115,0.2,-0.037,6.344,-1,-1,-1,-1
5685704,18 56 52.272,+40 59 22.99,3874,85,-77,4.701,0.033,-0.018,14.7,-1,-1,-1,-1
5686098,18 57 45.792,+40 54 36.47,5897,158,-175,4.435,0.101,-0.188,14.339,-1,0,0,0
5686435,18 58 29.414,+40 58 31.30,4994,176,-176,4.569,0.061,-0.05,13.773,1,-1,0,-1
5687528,19 00 33.905,+40 56 07.08,5533,149,-149,4.569,0.038,-0.152,14.117,0,-1,0,0
5688032,19 01 33.634,+40 54 51.36,5927,164,-145,3.934,0.3,-0.1,12.113,1,-1,1,1
5688057,19 01 37.164,+40 58 44.51,6296,191,-172,3.844,0.315,-0.135,13.382,0,0,-1,0
5688741,19 02 51.826,+40 55 05.20,3414,132,-84,0.865,0.164,-0.225,10.748,-1,-1,-1,-1
5689624,19 04 34.862,+40 56 23.61,6266,169,-188,4.349,0.117,-0.143,12.449,0,0,0,-1
5689704,19 04 43.915,+40 56 26.55,3459,81,-91,0.436,0.03,-0.03,11.96,-1,-1,-1,-1
5689996,19 05 14.494,+40 57 32.44,4647,145,-162,4.76,0.046,-0.025,15.272,-1,1,-1,-1
5693143,19 10 33.295,+40 55 04.84,5717,156,-156,4.437,0.084,-0.182,14.82,0,0,-1,0
5693155,19 10 34.006,+40 57 23.87,5830,140,-158,4.54,0.036,-0.204,14.521,1,1,-1,1
5693196,19 10 37.574,+40 55 19.63,5093,152,-152,4.483,0.099,-0.099,14.412,-1,0,0,0
5693554,19 11 15.521,+40 54 18.27,3752,91,-91,1.117,0.03,-0.03,11.428,1,1,1,-1
5693894,19 11 48.552,+40 55 51.20,5209,154,-138,4.624,0.033,-0.088,13.778,0,0,-1,-1
5693926,19 11 51.701,+40 54 41.00,4447,140,-155,4.73,0.059,-0.032,13.026,-1,-1,-1,-1
5694127,19 12 09.910,+40 59 04.45,4303,142,-142,4.599,0.046,-0.018,14.965,-1,-1,-1,-1
5694612,19 12 51.761,+40 54 58.86,3903,86,-70,1.249,0.248,-0.203,8.519,1,-1,-1,-1
5696108,19 15 09.953,+40 55 27.55,3717,66,-66,0.495,0.138,-0.103,12.803,-1,-1,-1,-1
5696568,19 15 46.942,+40 58 32.01,3809,68,-57,0.452,0.114,-0.076,12.093,-1,-1,-1,-1
5696909,19 16 17.066,+40 58 43.71,5681,169,-152,4.315,0.22,-0.22,14.984,-1,0,1,1
5697225,19 16 41.338,+40 57 50.54,6484,147,-180,4.052,0.336,-0.144,11.119,-1,1,1,1
5698005,19 17 42.926,+40 56 42.80,5530,83,-74,4.567,0.015,-0.095,10.443,0,0,-1,0
5698009,19 17 43.250,+40 58 27.95,5891,158,-193,4.318,0.136,-0.187,14.429,0,0,-1,0
5698195,19 17 59.458,+40 59 26.27,5729,86,-77,4.068,0.203,-0.087,14.626,0,-1,0,0
5698730,19 18 38.357,+40 55 07.04,6729,70,-81,4.151,0.11,-0.11,12.76,0,0,0,-1
5699171,19 19 10.824,+40 55 34.10,4491,176,-193,4.585,0.044,-0.028,15.775,-1,-1,-1,-1
5699617,19 19 48.038,+40 59 11.91,5141,84,-77,4.505,0.07,-0.035,14.971,-1,-1,-1,-1
5700330,19 20 36.804,+40 54 05.87,5653,84,-76,3.905,0.217,-0.093,13.613,-1,-1,-1,-1
5700336,19 20 37.082,+40 55 01.02,4217,129,-142,4.62,0.049,-0.018,15.364,0,0,-1,0
5700488,19 20 46.634,+40 55 08.05,4166,94,-115,1.62,0.03,-0.03,12.257,-1,0,0,0
5702236,19 22 55.459,+40 57 58.89,5255,156,-156,4.605,0.072,-0.048,14.322,1,1,-1,-1
5702864,19 23 47.630,+40 59 59.18,5822,163,-204,4.529,0.036,-0.204,15.908,0,0,-1,0
5703230,19 24 17.138,+40 55 01.13,7987,251,-334,3.595,0.612,-0.068,11.795,-1,-1,-1,-1
5705613,19 27 22.918,+40 57 54.22,8617,600,-666,3.78,0.398,-0.133,11.44,0,0,0,-1
5706079,19 28 00.242,+40 58 32.34,10906,266,-457,4.063,0.236,-0.193,11.581,1,0,-1,1
5706341,19 28 20.969,+40 59 33.22,5284,47,-87,2.855,0.03,-0.03,10.443,-1,1,0,0
5706966,19 29 08.657,+40 54 48.92,4213,84,-84,4.669,0.024,-0.022,14.731,-1,0,0,0
5706988,19 29 10.042,+40 59 17.64,7545,235,-314,4.026,0.198,-0.162,13.976,-1,-1,-1,-1
5707416,19 29 40.320,+40 58 26.15,4663,70,-47,2.596,0.027,-0.033,12.771,0,0,0,-1
5708243,19 30 39.763,+40 59 31.85,6079,190,-211,4.452,0.07,-0.21,15.53,0,-1,0,0
5708550,19 31 03.494,+40 56 13.89,7385,233,-311,4.036,0.26,-0.16,11.926,0,0,1,-1
5708815,19 31 24.734,+40 54 34.60,6651,73,-86,4.228,0.063,-0.117,13.492,0,0,-1,-1
5708837,19 31 26.712,+40 54 07.34,3484,75,-75,0.281,0.34,-0.06,8.489,-1,-1,-1,-1
5709193,19 31 50.237,+40 54 11.31,3900,109,-136,4.727,0.045,-0.041,15.477,0,1,-1,0
5709582,19 32 19.608,+40 57 02.12,5637,84,-76,4.254,0.156,-0.104,14.977,0,-1,0,0
5709927,19 32 44.208,+40 58 08.79,4915,136,,3.3,0.305,-0.305,13.039,-1,-1,-1,-1
5714912,19 38 23.275,+40 54 48.17,4954,151,-151,4.572,0.066,-0.039,15.536,0,1,-1,0
